Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,BSA,Budget_SubActivity_BSA_Title,Budget_Line_Item,Budget_Line_Item_BLI_Title,Cost_Type,Cost_Type_Title,Add_Non_Add,FY_2025_Actuals_Quantity,FY_2025_Actuals_Amount,FY_2025_Reconcilation_Quantity,FY_2025_Reconciliation_Amount,FY_2025_Total_Quantity,FY_2025_Total_Amount,FY_2026_Discretionary_Enacted_Quantity,FY_2026_Discretionary_Enacted_Amount,FY_2026_PL_119_21_Spend_Plan_Quantity,FY_2026_PL_119_21_Spend_Plan_Amount,FY_2026_Total_Quantity,FY_2026_Total_Amount,FY_2027_Discretionary_Request_Quantity,FY_2027_Discretionary_Request_Amount,FY_2027_Mandatory_Quantity,FY_2027_Mandatory_Amount,FY_2027_Total_Quantity,FY_2027_Total_Amount,Classification
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",17,01,Marine Corps Ammunition,1085,Mortars,A,Weapon System Cost,Add,0,128321,,,0,128321,0,141135,,,0,141135,0,181464,,,0,181464,U
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",18,01,Marine Corps Ammunition,1125,Direct Support Munitions,A,Weapon System Cost,Add,0,33221,,,0,33221,0,26729,,,0,26729,0,29715,,,0,29715,U
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",19,01,Marine Corps Ammunition,1350,Infantry Weapons Ammunition,A,Weapon System Cost,Add,0,280718,,,0,280718,0,164083,,,0,164083,0,142179,,,0,142179,U
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",20,01,Marine Corps Ammunition,1550,Combat Support Munitions,A,Weapon System Cost,Add,0,25173,,,0,25173,0,12936,,,0,12936,0,12510,,,0,12510,U
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",21,01,Marine Corps Ammunition,1630,Ammo Modernization,A,Weapon System Cost,Add,0,17518,,,0,17518,0,18467,,,0,18467,0,19009,,,0,19009,U
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",22,01,Marine Corps Ammunition,1650,Artillery Munitions,A,Weapon System Cost,Add,0,179590,,,0,179590,0,147473,,,0,147473,0,723278,,,0,723278,U
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",23,01,Marine Corps Ammunition,1660,Items Less Than $5 Million,A,Weapon System Cost,Add,0,14737,,,0,14737,0,15891,,,0,15891,0,8837,,,0,8837,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,1,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,A,Weapon System Cost,Add,,,,,,,1,10744317,,,1,10744317,1,10486369,,,1,10486369,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,1,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,B,Less: Advance Procurement (PY),Add,,,,,,,0,-3486442,,,0,-3486442,0,-3581584,,,0,-3581584,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,1,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,E,Less: Subsequent Full Funding (FY),Add,,,,,,,0,-3329047,,,0,-3329047,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,1,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,L,Subsequent Full Funding for FY 2026,Add,,,,,,,,,,,,,0,3329047,,,0,3329047,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,Advance Procurement (CY),Add,,,,,,,0,5350766,,,0,5350766,0,4763342,0,205700,0,4969042,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2027) (M),Non-Add,,,,,,,0,850012,,,0,850012,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2028) (M),Non-Add,,,,,,,0,1118109,,,0,1118109,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2029) (M),Non-Add,,,,,,,0,1297169,,,0,1297169,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2030) (M),Non-Add,,,,,,,0,226717,,,0,226717,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2031) (M),Non-Add,,,,,,,0,33580,,,0,33580,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2032) (M),Non-Add,,,,,,,0,8620,,,0,8620,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2033) (M),Non-Add,,,,,,,0,10955,,,0,10955,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2034) (M),Non-Add,,,,,,,0,913,,,0,913,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2026 for FY 2035) (M),Non-Add,,,,,,,0,1804691,,,0,1804691,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2027 for FY 2028) (M),Non-Add,,,,,,,,,,,,,0,955301,,,0,955301,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2027 for FY 2029) (M),Non-Add,,,,,,,,,,,,,0,1455979,,,0,1455979,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2027 for FY 2030) (M),Non-Add,,,,,,,,,,,,,0,1202901,,,0,1202901,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2027 for FY 2031) (M),Non-Add,,,,,,,,,,,,,0,112759,,,0,112759,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2027 for FY 2032) (M),Non-Add,,,,,,,,,,,,,0,55890,,,0,55890,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2027 for FY 2033) (M),Non-Add,,,,,,,,,,,,,0,8099,,,0,8099,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2027 for FY 2034) (M),Non-Add,,,,,,,,,,,,,0,11199,,,0,11199,U
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,C (FY 2027 for FY 2035) (M),Non-Add,,,,,,,,,,,,,0,961214,0,205700,0,1166914,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,3,01,Other Warships,2001,Carrier Replacement Program,L,Subsequent Full Funding for FY 2018,Add,0,1123124,,,0,1123124,0,1046700,,,0,1046700,0,641907,0,37000,0,678907,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,3,01,Other Warships,2001,Carrier Replacement Program,N,Completion PY Shipbuild for FY 2013,Add,0,236000,,,0,236000,0,150000,,,0,150000,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,4,01,Other Warships,2001,Carrier Replacement Program,C,Advance Procurement (CY),Add,,,,,,,0,612038,,,0,612038,0,1940566,,,0,1940566,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,4,01,Other Warships,2001,Carrier Replacement Program,C,C (FY 2026 for FY 2030) (M),Non-Add,,,,,,,0,612038,,,0,612038,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,4,01,Other Warships,2001,Carrier Replacement Program,C,C (FY 2027 for FY 2029) (M),Non-Add,,,,,,,,,,,,,0,1940566,,,0,1940566,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,5,01,Other Warships,2004,CVN-81,L,Subsequent Full Funding for FY 2020,Add,0,674930,,,0,674930,0,1622935,,,0,1622935,0,1447882,,,0,1447882,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,6,01,Other Warships,2013,Virginia Class Submarine,A,Weapon System Cost,Add,1,9500534,,,1,9500534,1,5389109,1,4600000,2,9989109,2,11437036,,,2,11437036,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,6,01,Other Warships,2013,Virginia Class Submarine,B,Less: Advance Procurement (PY),Add,,-2143630,,,,-2143630,,-2648804,,,,-2648804,0,-3034720,,,0,-3034720,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,6,01,Other Warships,2013,Virginia Class Submarine,L,Subsequent Full Funding for FY 2024,Add,0,1950000,,,0,1950000,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,6,01,Other Warships,2013,Virginia Class Submarine,N,Completion PY Shipbuild for FY 2016,Add,,,,,,,0,121538,,,0,121538,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,6,01,Other Warships,2013,Virginia Class Submarine,N,Completion PY Shipbuild for FY 2017,Add,0,219370,,,0,219370,0,99116,,,0,99116,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,6,01,Other Warships,2013,Virginia Class Submarine,N,Completion PY Shipbuild for FY 2018,Add,0,73634,,,0,73634,0,289761,,,0,289761,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,Advance Procurement (CY),Add,0,3720303,,,0,3720303,0,3126816,,,0,3126816,0,4143618,0,1440000,0,5583618,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2025 for FY 2026) (M),Non-Add,,1228216,,,,1228216,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2025 for FY 2027) (M),Non-Add,0,1842912,,,0,1842912,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2025 for FY 2028) (M),Non-Add,,324587,,,,324587,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2025 for FY 2029) (M),Non-Add,,324588,,,,324588,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2026 for FY 2027) (M),Non-Add,,,,,,,0,919800,,,0,919800,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2026 for FY 2028) (M),Non-Add,,,,,,,0,1841062,,,0,1841062,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2026 for FY 2029) (M),Non-Add,,,,,,,0,235954,,,0,235954,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2026 for FY 2034) (M),Non-Add,,,,,,,0,130000,,,0,130000,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2027 for FY 2028) (M),Non-Add,,,,,,,,,,,,,0,698102,,,0,698102,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2027 for FY 2029) (M),Non-Add,,,,,,,,,,,,,0,1677346,,,0,1677346,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2013,Virginia Class Submarine,C,C (FY 2027 for FY 2034) (M),Non-Add,,,,,,,,,,,,,0,1768170,0,1440000,0,3208170,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,8,01,Other Warships,2044,Surface Ship Industrial Base,A,Weapon System Cost,Add,,,,,,,,,,,,,,,0,93380,0,93380,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,9,01,Other Warships,2056,BBG(X),C,Advance Procurement (CY),Add,,,,,,,,,,,,,0,1000000,,,0,1000000,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,9,01,Other Warships,2056,BBG(X),C,C (FY 2027 for FY 2028) (M),Non-Add,,,,,,,,,,,,,0,1000000,,,0,1000000,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,A,Weapon System Cost,Add,1,8010129,,,1,8010129,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,B,Less: Advance Procurement (PY),Add,0,-1201073,,,0,-1201073,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,E,Less: Subsequent Full Funding (FY),Add,0,-5997913,,,0,-5997913,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,L,Subsequent Full Funding for FY 2025,Add,,,,,,,0,1579011,,,0,1579011,0,4418902,0,30000,0,4448902,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,N,Completion PY Shipbuild for FY 2020,Add,0,669171,,,0,669171,0,483100,,,0,483100,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,11,01,Other Warships,2086,CVN Refueling Overhauls,C,Advance Procurement (CY),Add,,,,,,,,,,,,,0,53070,,,0,53070,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,11,01,Other Warships,2086,CVN Refueling Overhauls,C,C (FY 2027 for FY 2031) (M),Non-Add,,,,,,,,,,,,,0,53070,,,0,53070,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,12,01,Other Warships,2119,DDG 1000,A,Weapon System Cost,Add,0,61100,,,0,61100,0,52358,,,0,52358,0,66516,,,0,66516,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,A,Weapon System Cost,Add,3,7858814,,,3,7858814,0,306125,2,5400000,2,5706125,1,4256914,0,314000,1,4570914,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,B,Less: Advance Procurement (PY),Add,,-1590295,,,,-1590295,0,-295352,,,0,-295352,0,-1302676,,,0,-1302676,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,L,Subsequent Full Funding for FY 2023,Add,0,923808,,,0,923808,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,L,Subsequent Full Funding for FY 2024,Add,0,759563,,,0,759563,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,N,Completion PY Shipbuild for FY 2016,Add,0,10509,,,0,10509,0,14892,,,0,14892,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,N,Completion PY Shipbuild for FY 2017,Add,0,115600,,,0,115600,0,62365,,,0,62365,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,N,Completion PY Shipbuild for FY 2018,Add,0,107405,,,0,107405,0,104238,,,0,104238,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,14,01,Other Warships,2122,DDG-51,C,Advance Procurement (CY),Add,0,83224,,,0,83224,0,1750000,,,0,1750000,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,14,01,Other Warships,2122,DDG-51,C,C (FY 2025 for FY 2026) (M),Non-Add,0,62362,,,0,62362,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,14,01,Other Warships,2122,DDG-51,C,C (FY 2025 for FY 2027) (M),Non-Add,0,20862,,,0,20862,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,14,01,Other Warships,2122,DDG-51,C,C (FY 2026 for FY 2027) (M),Non-Add,,,,,,,0,1000000,,,0,1000000,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,14,01,Other Warships,2122,DDG-51,C,C (FY 2026 for FY 2034) (M),Non-Add,,,,,,,0,750000,,,0,750000,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,15,01,Other Warships,2127,Littoral Combat Ship,N,Completion PY Shipbuild for FY 2017,Add,0,8100,,,0,8100,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,15,01,Other Warships,2127,Littoral Combat Ship,N,Completion PY Shipbuild for FY 2018,Add,0,12000,,,0,12000,,,,,,,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,15,01,Other Warships,2127,Littoral Combat Ship,N,Completion PY Shipbuild for FY 2019,Add,0,27900,,,0,27900,0,5766,,,0,5766,,,,,,,U
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,A,Weapon System Cost,Add,,,,,,,0,100000,,,0,100000,,,,,,,U
